words,sentence,filename
['OK-küll-kyll'],Oleme Margusega seda ActionCam’i kõvasti testinud ja see peaks asjad ära kyll ajama .,Failid_ettenten_retaggered/www_teamrrd_ee__515152.json
['OK-õde-ade'],"“ Talgu päev ade korraldamine just sellisel kujul sai võimalikuks tänu meie heldetele toetajatele : Bauhaus toetas lasteaedu pintslite ja kõikvõimalike erinevate värvidega , Krimelte pakkus remonditöödeks silikooni ja ehitusvahtu , Sadolin andis suure hulga värve ning soodustust nende toonimisel , OÜ Besur toetas talgu id akna- ja põrandapesuvahenditega ning Koduekstra lubas valida kokku 200 euro eest kõike remonditöödeks vajalikku .",Failid_ettenten_retaggered/www_teemeara_ee__33446.json
['NAME-lõke-Like'],"Like Roadshow peatub seitsmes Eesti linnas – Võrus , Rakveres , Paides , Pärnus , Tartus , Haapsalus ja Tallinnas .",Failid_ettenten_retaggered/www_tele2_ee__28901.json
['OK-täiesti-taiesti'],"SJ kirjutab : "" Sain sõbranna poolt soovituse selle arsti juurde minna kui olin juba omadega taiesti sassis , kuna endine arst Lasnamae medicumist oli mind aasta igasugu asjadega ravinud ei tea mille vastu .. ( polnud nagu valutanud midagi ega muret tekitanud ilmselgelt ) .",Failid_ettenten_retaggered/www_tervisetrend_ee__313929.json
['OK-või-voi'],Kui avastab toepoolest midagi ohtlikku voi midaiganes mida ravida on vaja - siis maarab ka ravimi .,Failid_ettenten_retaggered/www_tervisetrend_ee__313929.json
['OK-või-voi'],Diagnoosid olid alati selged ja vajadusel raakis ka lahti mida mingi diagnoosi puhul parem mitte teha voi mida teha vaja on .,Failid_ettenten_retaggered/www_tervisetrend_ee__313929.json
['OK-välja-valja'],"Tuhja koha pealt mingeid ravimeid valja ei kirjutanud , tuhjaid soovitusi pole andnud .",Failid_ettenten_retaggered/www_tervisetrend_ee__313929.json
['OK-vähem-vahem'],"Ainuke probleem , et talle on raske tasuta number saada vahem kui 2 kuud ette .",Failid_ettenten_retaggered/www_tervisetrend_ee__313929.json
['OK-sööma-sooma'],"Psühhosomaatiline kaebus või haigus on inimesele probleem , ka väikesele inimesele - lapsele ja tema perele , millele tuleb tõsist tähelepanu pöörata , sealjuures mitte väiksemat tähelepanu keha , sooma struktuuri ja funktsioneerimise uuringutele , vaid suuremat tähelepanu psüühika uurimisele ja ravile .",Failid_ettenten_retaggered/www_tnk_tartu_ee__320131.json
['ENGLISH-sõit-suit'],"„ Plaanime siia ka teisi sarnase sisuga built to suit arendusprojekte , aga kohandame ka olemasolevaid hooneid tänapäevastele tööstusnõuetele vastavaks ,“ kinnitas Aunpu .",Failid_ettenten_retaggered/www_ulemistecity_ee__317256.json
['NAME-nüüd-Naad'],"Laupäeval , 15. oktoobril on tema juhendamisel võimalus kogeda Naad ( ehk heli ) joogat ja pühapäeval , 16. oktoobril Shakti tantsu .",Failid_ettenten_retaggered/www_urbanyogini_ee__242176.json
['OK-õis-sis'],"Üks toidukord ( sis . salatid + praad + jook + vesi + leivad-saiad ) maksis 2.60 EUR , Lyyra-kaardiga makstes 2.50 .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],Välisüliõpilaste vastuvõtt Vastuvõtt Hong Kongis on väga meeldiv .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],Tavaliselt saabuvad rahvusvahelised tudengid Hong Kongi lennujaama ja seal ootavad neid HKBU tudengid .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],Sisseelamine Hong Kongis toimub kergelt .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Kuigi geograafiliselt on Hong Kong Eestist väga kaugel , ei ole kultuuriline erinevus eriti suur ja sisseelamine peaks üsna valutult minema .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Õppimiseks on ülikoolil suurepärane raamatukogu , mis teeb koostööd ka kõigi teiste Hong Kongi ülikoolide raamtukogudega .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Inglise keelega Hong Kongis raskusi ei tule ( eeldusel , et endal on hea keeleoskus ) .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"See on Hong Kongi kohta väga soodne ja ühikas ise on väga mugav ja turvaline- sisaldab pesulat , ruume vaba aja veetmiseks , arvutiklassi ja eelnevalt mainitud suurepärast sööklat .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],Üldiselt ei ole elu tudengitele Hong Kongis väga kallis .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Soovitusi tulevastele vahetusüliõpilastele Hong Kongi avalik transport on parim , mida olen siiani kohanud .",Failid_ettenten_retaggered/www_ut_ee__169581.json
"['NAME-hõng-Hong', 'NAME-üha-Sha']","Metroo , mis asub campusest 10-minutilise jalutuskäigu kaugusel , on kõige efektiivsem ja väga mugav : viib 20 minutiga Hong Kongi saarele ja 10 minutiga Tsim Sha Tsui'sse , mis on Kowlooni keskus .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Kui on soov Hiinasse reisida , siis on mõtekas viisa muretseda Hong Kongist .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Neil , kes varemgi välismaal õppinud ning kõik need asjad läbi teinud , oleks Hong Kongis võimalik ka üksi kõigega toime tulla , sest kõik seal on imelihtne ning loogiline .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Kuna Hong Kongi üheks n-ö riigikeeleks on ka inglise keel , siis pole probleemi mitte kusagil .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Kuigi Hong Kong on suurlinn ning võrreldav nii New Yorgi kui Tokyoga , on seal hinnatase suhteliselt madal .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Soovitusi tulevastele vahetusüliõpilastele Soovitusi on raske anda , sest minu meelest on Hong Kong maailma vingeim linn ja lihtsamat süsteemi linnas hakkama saamiseks ei ole mina veel näinud .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Hong Kongis on nii suurlinna möllu kui vaikseid kohakesi , kus mõtiskleda , seda eelkõige erinevate parkide näol .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],Üks Hong Kongi suuri eeliseid on selle asukoht Aasias .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],Kuid eks Hong Kongilgi on omad miinused ning peamiseks on saastatus .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Üleüldse on Hong kongis väga palju suurepäraseid võimalusi matkamisteks , sest piirkond on mägine ning matkaradasid ohtralt .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-hõng-Hong'],"Semester Hong Kongis oli üks parimaid kogemusi , mida võiks ette kujutada .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['OK-äkki-okki'],"Mingit kultuuri ¨ okki mul ka ei olnud , aga uusi ja varem nägematuid asju ikka leidus , kuid see pigem tegigi kogu välismaal õppimise kogemuse huvitavaks .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['OK-üle-ile'],Vahetusperes oli du ¨ ile lisaks ka jaapanistiilis vann ja pesupesemisega tegeles pereema .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['OK-äkki-okki'],"Mõned kultuurierinevused hakkasid semestri jooksul välja paistma , aga mingit kultuuri ¨ okki Läti ei paku .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['ENGLISH-hõre-hare'],"Swanston st 123 on olemas ka hare krishna söögikoht Crossways , kus 5 dollari eest saab väga head taimetoitu ning imelise maitsega magustoitu halava' t .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['ENGLISH-nõme-name'],"Hinnad on kõvasti madalamad kui Eestis- riided , tehnika , raamatud , toit- you name it .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['OK-ähm-khm'],"Selle rahaga saab ära elada , kui väga palju väljas ei käi ja , khm , pidu ei pane .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-öine-Wine'],"Alkoholi müüakse ainult spetsiaalsetes poodides ( LCBO , Beer Store ja Wine Rack ) ning hinnad on suhteliselt kallid ( nt 0,5 liitrine õlu umbes 25 krooni ) .",Failid_ettenten_retaggered/www_ut_ee__169581.json
['OK-nüi-nõi'],Samuti ka Solnit ¨ nõi Rai ja Linija ( suur söögipood ) .,Failid_ettenten_retaggered/www_ut_ee__169581.json
['NAME-järg-Jørg'],Henssen & P . M . Jørg .,Failid_ettenten_retaggered/www_ut_ee__652579.json
['OK-üsna-ysna'],05/19/2005 - to martin Saatis aamen Kolmega on ysna m6tetu .,Failid_ettenten_retaggered/www_vesipiip_ee__213031.json
"['OK-ülejäänud-ylejäänud', 'OK-või-v6i', 'OK-üle-yle']","Tuleb jälgida , et ylejäänud torusid kinni hoiaks ja ega teised ei viisti seda pidevalt teha , pealegi korraga t6mmata nii ehk naa ei saa ( puhud kas teise hinge6hku v6i kuumutad söe liigselt yle ) .",Failid_ettenten_retaggered/www_vesipiip_ee__213031.json
['OK-või-v6i'],Yhsinda v6i kahekesi tehes on kah torude kinnitoppimisega mässamist .,Failid_ettenten_retaggered/www_vesipiip_ee__213031.json
['OK-kõva-K6va'],"K6va osa piisavalt nii pikk , et kui m6lemad käed välja sirutavad , pole probleemi toru edasi andmisega .",Failid_ettenten_retaggered/www_vesipiip_ee__213031.json
['OK-kõige-k6ige'],"04/15/2005 - piibukonnale Saatis orav k6ige lihtsam on teha ringe siis , kui ajda huuded ümaralt prunti ja teha nagu sosistaksid oh oh oh . . .",Failid_ettenten_retaggered/www_vesipiip_ee__213031.json
['OK-nüüd-nääd'],"sest kuj selle joone paned papprile , nääd ise et -1 ja 1 vahel on 0 , mitte aga mitte midagi .",Failid_ettenten_retaggered/www_via_ee__461576.json
['OK-põld-pold'],Kas pold just Numbrimees paar nädalat tagasi suur süsteemi ( loe : kliki ) vastane .,Failid_ettenten_retaggered/www_via_ee__461576.json
['OK-pääle-pääle'],Siis äkki näinud Vanapagan enda ees kõrgemat kuiva küngast ja hüüdnud häälmeelel : “ Oo nurm !” ja sellest pääle jäänudki selle koha nimeks Oonurme .,Failid_ettenten_retaggered/www_virumaa_ee__611788.json
"['NAME-mürin-Marin', 'ENGLISH-öine-dine']","Esmaspäeval , 27. veebruaril andis Eesti suursaadik Maroko Kuningriigis Marin Mõttus Maroko välis- ja koostööministrile Saad dine El Otmanile üle oma volikirja koopia * .",Failid_ettenten_retaggered/www_vm_ee__340841.json
['NAME-mürin-Marin'],Marin Mõttus sündis 4. aprillil 1960. aastal Tallinnas .,Failid_ettenten_retaggered/www_vm_ee__340841.json
['NAME-mürin-Marin'],"Enne välisteenistusse astumist on Marin Mõttus töötanud õpetajana nii keskkoolis kui ka Tallinna Tehnikaülikoolis , olnud tegev infoagentuuri „ Baltic News Service “ välisuudiste toimetuses ning tõlkinud ilukirjandust hispaania keelest eesti keelde .",Failid_ettenten_retaggered/www_vm_ee__340841.json
['NAME-mürin-Marin'],Marin Mõttus juhtis Eesti erimissiooni Iisraelis ning oli alates saatkonna avamisest Tel Avivis 2009. aastal Eesti ajutine asjur Iisraelis .,Failid_ettenten_retaggered/www_vm_ee__340841.json
['NAME-mürin-Marin'],"Suursaadik Marin Mõttus räägib inglise , hispaania , portugali ja vene keelt .",Failid_ettenten_retaggered/www_vm_ee__340841.json
['NAME-õli-Eli'],"Eriolukord on kuulutatud välja Mari Eli Vabariigis ja Mordvas ning Vladimiri , Voroneži , Moskva , Nižni Novgorodi ja Rjazani oblastis .",Failid_ettenten_retaggered/www_vm_ee__617354.json
['NAME-lünk-Lenk'],"Ta leiab , et Herkel sobib tasakaalukuselt paremini ringhäälingunõukokku kui Heimar Lenk .",Failid_ettenten_retaggered/www_vnl_ee__231436.json
['NAME-kõrs-Kars'],"Ida Politseiprefektuuri Jõhvi politseiosakonna kriminaaltalitus alustas meeste tegude uurimiseks kriminaalmenetluse Karistusseadustiku paragrahvide alusel , mis käsitlevad asja omavolilist kasutamist kui ka vargust ( Kars § 215 ; 199 ) .",Failid_ettenten_retaggered/www_vnl_ee__34143.json
['NAME-hõlm-Holm'],"Bert Holm ise on tõrjumise kohta öelnud , et igal aastal tuleb tõrjuda kõik kolooniad , vastasel korral läheb tõrjega väga pikalt , vähemalt 20 aastat .",Failid_ettenten_retaggered/www_vorumaateataja_ee__138692.json
['OK-äike-bike'],"Näiteks kui uuemapoolne bike puruks kukkuda , võib selle originaalisarnaseks taastamine kujuneda kallimaks kui mootorratta turuväärtus .",Failid_ettenten_retaggered/www_wima_ee__54383.json
['OK-võsa-Vasa'],Vasa muuseumis Stockholmis asub maailma ainuke 17. sajandil ehitatud laev .,Failid_ettenten_retaggered/www_wris_ee__603504.json
['NAME-võsa-Vasa'],"Kuna 95 protsenti laeva originaalosadest ja sadadest puitskulptuurornamentidest on säilinud , kujutab Vasa endast unikaalset kunstiväärtust ja ühte maailma populaarsematest turismisihtmärkidest .",Failid_ettenten_retaggered/www_wris_ee__603504.json
['NAME-nõu-Nou'],"Nüüd saan järjest paremini aru , mida Jose Mourinho mõtleb , kui räägib Barcaga Nou Campil mängimisest , "" teatas Milani ründetäht Zlatan Ibrahimovic ja kuulutas kõnealuse penaltiotsuse skandaalselt halvaks .",Failid_ettenten_retaggered/xn--htuleht-00a_ee__155358.json
['OK-sõbralik-sobralik'],"Huvitav on ta ka , rahvas on sobralik .",Failid_ettenten_retaggered/yhelteljel_ee__176506.json
['OK-lõbu-läbu'],"Noh , nüüd lükkub edasi see läbu .",Failid_ettenten_retaggered/ylle_mrt_ee__54564.json
['OK-põld-pold'],"Öösel igaks juhuks korra kontrollisin , kas ikka hingab veel ( hingas nii et vähe pold ) .",Failid_ettenten_retaggered/ylle_mrt_ee__64156.json
['OK-äike-nike'],Mu nike tossudele on sel nädalal tekkinud suure varba peale konkreetsed augud .,Failid_ettenten_retaggered/ylle_mrt_ee__99584.json
['OK-põld-pold'],"No Liidil on ju pesupäev ka alles laupäeval , pold muid riideid võttagi .",Failid_ettenten_retaggered/ylle_mrt_ee__99584.json
['OK-käis-kris'],kris,Failid_ettenten_retaggered/naistekas_delfi_ee__418756.json
['OK-käis-kris'],kris,Failid_ettenten_retaggered/www_ekspress_ee__267727.json
['NAME-sõõm-Soom'],Kaido Soom,Failid_ettenten_retaggered/www_eestikirik_ee__628503.json
"['OK-kõik-koik', 'OK-üle-ule', 'OK-õis-sis']",mina kirjutaksin koik paberile ja siis viskaks selle ahju või kusagile mujale kus seda saab ara põletada mina olen kull nii teinud ja see on ka aidanud vihast ule saada kui sa tahad veel mingeid võimalusi kuulda sis kirjuta mulle,Failid_ettenten_retaggered/www_lapsemure_ee__258721.json
['NAME-mürin-Marin'],Lohutusringis läks Alo kokku selle aasta juunioride MM-i viienda mehe moldaavlase Marin Cazacuga ning taas ei suutnud kumbki mees püstimaadluses punkti saada ning parteris suudeti vastase rünnakud tõrjuda ning taaskord ei vedanud meie mehel loosiga ja tuli vastu võtta kaotus 1 - 2.,Failid_ettenten_retaggered/www_easl_ee__605423.json
['OK-või-vüi'],"näiteks , et nad Euroopas vüi USA s möllama hakaksid- äkki keegi tahab verd suuremas tähenduses , nafta ja puha ju nendega seotud ????",Failid_ettenten_retaggered/www_delfi_ee__562969.json
['OK-õige-Óige'],Óige päev on 11. 12. 2005,Failid_ettenten_retaggered/www_geopeitus_ee__604786.json
['OK-või-vöi'],"Selle odava ostuvõimaluse peale peaksite ikka rõõmsamad olema ja vähem virisema vöi võtma "" kohalike elanike "" käest nõustamist",Failid_ettenten_retaggered/www_ekspress_ee__388059.json
['OK-ära-tra'],"p3pu 16.09.2010 13:27 tra jobe pane ennast põlema , pole sul mingit evot , sa aint mingi tokyo drifti fänn , muidu hea saade ja loodan et selles tuleb ka muudest masinatest juttu peale mäesepa 300zx-i ja aigar pärsi impresa wrx-i kuigi kui te viitsiks oma kommentaare ka vahest süvenenumalt lugeda , siis ideid on ju siin paljude saadete juures välja toodud",Failid_ettenten_retaggered/tv_motors24_ee__427725.json
['NAME-võõrsil-Vöörsil'],9 ) Vöörsil elab maakonna jagu Eesti lapsi,Failid_ettenten_retaggered/rahvahaal_delfi_ee__379694.json
['OK-jää-juu'],""" Reeglina hakkavad midagi mämmerdama , et "" hou do juu doo "" jne , a siis neeger lihtsalt ütleb , et oi , you motherfucker , speek the man language , and give your bags , if you wanna see next sunrising ! "" jne jne jne Sügis on imeline",Failid_ettenten_retaggered/www_ohtuleht_ee__576059.json
['OK-üksi-yksi'],finkelstein pole yksi,Failid_ettenten_retaggered/www_ekspress_ee__14528.json
"['OK-üle-yle', 'OK-käes-k2es', 'OK-näiteks-n2iteks', 'OK-või-voi', 'OK-nüüd-nyyd']",londoni on onnestunud veenlastel yle votta kogu inglismaa on venelaste k2es n2iteks see abramovich voi mis asi ta nyyd oligi teaduparast tahtsid venelsaed eestis ka tallinas oma ajsa hakata ajama aga kurat oli meie kange eesti mees kes oma eluga maksis ... RIP talle oleks veel selliseid mehi eestis,Failid_ettenten_retaggered/www_ekspress_ee__487414.json
"['OK-hästi-h2sti', 'OK-küll-kyll']","@ aga mis puutub facebooki siis see facebook teenib h2sti kyll raha , sest palju rumalaid kasutajaid on",Failid_ettenten_retaggered/www_ekspress_ee__487414.json
['OK-õis-sis'],"no tõesti ainult sis , kui mul vaja kuskile minna vms . pidevalt on mingi probleem , kui palun emal kätyt natuke valvata :S",Failid_ettenten_retaggered/www_nupsu_ee__596399.json
"['OK-ükskord-ykskord', 'OK-küll-kyll']",ei ma ei usu et eesti mees päris samasugune on ;)) aga ykskord ta kirjutas kyll et jalgade haisemise vastu aitavat kõige paremini paljajalu kanasita sees käimine nii et mine tea ehk tõesti tundis ennast puudutatuna seekord ;=),Failid_ettenten_retaggered/www_epl_ee__267965.json
['OK-süü-sii'],"Ja kui on pandud , sii sei tohiks üllatusi ja selliseid probleeme olla",Failid_ettenten_retaggered/arhiiv_koolielu_ee__374111.json
['NAME-kõrb-Kerb'],Argo Kerb Avalike suhete osakonna juhataja Haridus- ja Teadusministeerium 735 0324,Failid_ettenten_retaggered/valitsus_ee__125686.json
['OK-nägu-nigu'],nigu niuhty,Failid_ettenten_retaggered/www_ekspress_ee__267968.json
['OK-äri-ari'],"Tuleb küsida , mis on olnud sihiks valitsusparteide liidritel ja rahastajatel , eelkõige reformierakonnast ja respublikast , La .. ari aegsel Isamaal , kelle tellimust täidab valitsus , kes on need kes on püstitanud eesmärgid ja mis sunnib välja suretama oma rahvast ja miks on toodud rahvusriik ohvriks kujundades seda venekeelseks piiriäärseks majanduspiirkonnaks",Failid_ettenten_retaggered/www_ekspress_ee__45493.json
['OK-lääs-liis'],liis,Failid_ettenten_retaggered/www_amor_ee__525817.json
['NAME-mäng-Mang'],"Iga aasta juhtub mingi suuremat sorti õnnetus või katastroof ja tavaliselt isegi mitu , selleks ei pea mingi eriline Mang olema , et seda teada",Failid_ettenten_retaggered/www_maaleht_ee__241637.json
['ENGLISH-känd-kind'],"lühidalt , see pole minu asi , ei pea olema minu asi , ja ma isegi ei kujuta ette , miks see võiks mind huvitada .. a la küsimustik lõustaraamatus - "" what kind of sex do you do with your partner "" :) pohui",Failid_ettenten_retaggered/kronja_osteopathy_ee__417600.json
"['OK-nõrk-nörk', 'NAME-küsimus-Kysimus', 'OK-tõhus-töhus', 'OK-võimalik-vöimalik', 'OK-nüüd-nyyd', 'OK-kõik-köik']",mure selline et on kadunud huvi seksi vastu Samas on erektsioon väga nörk ja sperma kogus väike Kysimus kui töhus on ravi selle vastu Kas on vöimalik et sellest tingituna on ka peenise möötmed vähenenud olen 42a ja pole sellega kunagi probleeme olnud ja nyyd viimase aastaga on see köik ilmunud ja on tekitanud mulle kohutava depressiooni,Failid_ettenten_retaggered/www_kliinik_ee__457319.json
['OK-üle-Ele'],Ele küsis 23. veeb 2007,Failid_ettenten_retaggered/www_hambaarst_ee__199653.json
['NAME-õli-Ali'],"Iraani ajatolla Muhammad Ali Taskhiri oli seejuures seisukohal , et iga dialoogi eelduseks on teatud ühisosa leidumine mõlema osapoole vahel , ning lisas , et Iraani ja Iisraeli vahel seda ühisosa pole , kuid judaismi ja islami vahel on dialoog võimalik , « kuna kahel maailmareligioonil on palju ühist ».",Failid_ettenten_retaggered/www_eestikirik_ee__367612.json
['OK-üle-kle'],kle kalle,Failid_ettenten_retaggered/www_epl_ee__389210.json
['NAME-tõke-Take'],"- Pärast installeerimist ilmub see vajalik käsk otse paremklõpsuga kontekstmenüüsse ja kui Sa soovid edaspidi saada kiiresti mingi faili või kausta omanikuks , siis tee tal paremklõps ning kliki seejärel Take Ownership käsule :",Failid_ettenten_retaggered/landfield_pri_ee__620437.json
['OK-üks-yks'],yks eit kirjutas :,Failid_ettenten_retaggered/www_ekspress_ee__141424.json
['NAME-tänu-Tonu'],11 Sep 1998 03:27:40 + 0300 Tonu Tonso :,Failid_ettenten_retaggered/www_obs_ee__314416.json
"['OK-üks-yks', 'OK-külge-kylge']","Parem võta yks raudtee liiper keevita konksud kylge , pane erineva pikkusega trossid et veaks viltu , kinnita konksu ja head aerutamist",Failid_ettenten_retaggered/foorum_audiclub_ee__346075.json
['OK-õli-üli'],"Martin sõitis vähem ning pildistas umbes tunnike , tegin igast erinevad krääbe ning mingi veidrat moodi frontroll tuli ka aga plärtsti vette muidugi Päevaga üli rahul",Failid_ettenten_retaggered/unitedkiters_ee__62790.json
['OK-õli-tli'],"kuna üks venemammi tli meiega juttu ajama , kuna me vene keelt supperhästi ei oska , vastasime midagi ebamäärast ja läksime eemale logima : 9. evei",Failid_ettenten_retaggered/www_geopeitus_ee__324330.json
['OK-lõke-Like'],Like what !??,Failid_ettenten_retaggered/www_skeptik_ee__317766.json
['OK-rüü-rff'],rff,Failid_ettenten_retaggered/www_ekspress_ee__147152.json
['OK-hää-Hii'],Hii,Failid_ettenten_retaggered/naistekas_delfi_ee__665649.json
['NAME-küll-Kall'],Foto : Rando Kall / Meeskond hooaeg 2012,Failid_ettenten_retaggered/fcelva_ee__450032.json
"['OK-jää-jee', 'OK-jää-jee']",jee jee,Failid_ettenten_retaggered/rahvahaal_delfi_ee__136944.json
['NAME-küün-Kään'],Toomas Kään,Failid_ettenten_retaggered/innomine_ee__630342.json
['OK-süsi-smsi'],"saatis haleda smsi , et MUL POLE SUGA ENAM MILLESTKI RÄÄKIDA !",Failid_ettenten_retaggered/amor_ee__542824.json
['OK-nüüd-nyyd'],"siis ma MÄGE seal ei näinud , , , aga kui kuulata rahvasuus liikuvaid jutte siis pidavat seal olema nyyd midagi ägedat !",Failid_ettenten_retaggered/hillclimb_ee__455076.json
['OK-küllap-kyllap'],"# 432 : Re : Igapäeva mured ja rõõmud Author : Mimir , Location : Tartu Posted : Wed Jan 04 , 2012 2 : 50 am - - - - no kyllap hakkab teil ka minema !",Failid_ettenten_retaggered/johan_paabel_ee__614259.json
"['OK-nüüd-nyyd', 'OK-küsimus-kysimus']","nyyd tekib kysimus , kaua nad ähvardavad ja kaua see summa kasvab , ennem kui päriselt asi kohtuni jöuab !",Failid_ettenten_retaggered/juura_ee__224165.json
['NAME-õde-Ode'],"Mõni tund tagasi oli olnud aga nii soe , et pesime Ode ja Annaga õuel minu autot !",Failid_ettenten_retaggered/kaja_ekstreem_ee__210738.json
['ENGLISH-täis-this'],"Minu märkusele , et see oli juba viimane päev ning et varuvariantide kasutamisel oleksin juba rikkunud viisareziimi , ütles ta lihtsalt nii : "" Come on , this is Bangladesh – everything is possible !",Failid_ettenten_retaggered/karavanserai_bluemoon_ee__4880.json
['OK-nüüd-nyyd'],ants nõmper tõmbab nyyd kohe kiiresti kardinad eest ära akendel !,Failid_ettenten_retaggered/majandus_delfi_ee__563261.json
['OK-välja-valja'],Lea naeb teisel pildil ikka super valja !,Failid_ettenten_retaggered/naistekas_delfi_ee__212599.json
['OK-või-vöi'],Mitte keegi peale lugejate ei jälgi uudiste töelevastavust vöi loogilisust !,Failid_ettenten_retaggered/naistekas_delfi_ee__240229.json
['OK-kõik-Köik'],Köik ei pea olema super !,Failid_ettenten_retaggered/naistekas_delfi_ee__293939.json
"['OK-küll-kyll', 'OK-üldse-yldse']","ma algul häbenesin veidi suhte alguses , aga isu oli kyll suur sexi järgi ja kui selgus , et mehel selle vastu midagi pole , siis dussi alt läbi , tumedam saunalina alla ja väga mõnus oli ja on edaspidi , enam muret pole ja yldse mõjub hästi kui mees on kompleksivaba ja teab , et hea sex ei eelda piltilusat keha ja uhkeid poose jne vaid vastastikust kirge , usaldust ja austust !",Failid_ettenten_retaggered/naistekas_delfi_ee__366012.json
['OK-küll-kyll'],Mina kyll ei viitsi iga sibula pärast poodi kammida !,Failid_ettenten_retaggered/rahvahaal_delfi_ee__108060.json
['OK-märkus-markus'],"to markus , 15.08.2011 09:53 Tallinnas pole võtta 500 euriga mitte kedagi tööle kes natukenegi midagi jagaks !",Failid_ettenten_retaggered/rahvahaal_delfi_ee__147742.json
['OK-jälle-jalle'],"MIna ei palkaks oma firmasse inimest , kes kaalub jalle alla 70 kg !",Failid_ettenten_retaggered/rahvahaal_delfi_ee__251818.json
['OK-käive-Kaive'],Kaive oli super !,Failid_ettenten_retaggered/rahvahaal_delfi_ee__251818.json
['OK-kõik-koik'],ALATI olen koik saatnud tahituna !,Failid_ettenten_retaggered/rahvahaal_delfi_ee__384557.json
['OK-õun-fun'],Mulle meeldib fun !,Failid_ettenten_retaggered/tartu_postimees_ee__2105.json
['OK-jää-juu'],"M 16.09.2010 20:15 Kõvataja : su jalgratas ei v6ta kummi ringi aga see juu v6tab , nagu selleks tehtudki , seletad seal !",Failid_ettenten_retaggered/tv_motors24_ee__427725.json
['OK-jää-juu'],Muidu sõita oli mõnna ilma kalipsota ja no nii soe juu !,Failid_ettenten_retaggered/unitedkiters_ee__62790.json
"['OK-välja-v2lja', 'OK-läbi-l2bi']",Pole veel liisingut v2lja v6tnud aga esialgsete arvestuste kohaselt tuleb l2bi s6ita u 50 tuh aastas ..... seega on ehk m6tekam v6tta kapitalirent j22giga ..... ps !,Failid_ettenten_retaggered/www_auto24_ee__94679.json
['OK-jälle-jalle'],Miks kogueag prokupatuur leiab mingit jabirat juttu Savisaarest ... nii kui nii on jalle järlekordne vale !,Failid_ettenten_retaggered/www_delfi_ee__201718.json
"['OK-üle-ple', 'OK-üle-ple']","Lätis ple eurot ja sealsed söögihinnad on palju kallimad kui eestis .. nii , et ple siin midagi euro süüdi , kui oleks eekud alles jäänud , oleks hinnad ikka tõusnud - - hinnad on alati tõusnud ja jäävadki tõusma , saage juba aru sellest !",Failid_ettenten_retaggered/www_ekspress_ee__147152.json
['OK-õigemini-öigemini'],"Aga - paraku on ju tegemist mitte vaid Eesti , vaid yle-Euroopalise , öigemini veel laiema kriisiga !",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-millegipärast-millegiparast'],"Kui ainult ylikoolide ajalooosakonnad , mida millegiparast nimetatakse IT osakondadeks !",Failid_ettenten_retaggered/www_ekspress_ee__269006.json
"['OK-üks-yks', 'OK-nüüd-nyyd']","Vaat meie , suures ilmas kainud , yks meist suure rahva tuytre kyljeluuks saanud ja nyyd on Eesti nende jaoks nagu vaike konnatiik , kus nemad pyyavad kaldaid kaugemale nihutada ja rumalatele oigeid asju kandikul ette tuua !",Failid_ettenten_retaggered/www_epl_ee__157801.json
